Timestamp,Open,High,Low,Close,Volume,Open Interest,Heikin Ashi - Open,Heikin Ashi - High,Heikin Ashi - Low,Heikin Ashi - Close,Heikin Ashi - T Change,Heikin Ashi - T-1 Change,Heikin Ashi - T-2 Change,Heikin Ashi - T Change is Positive,Heikin Ashi - T-1 Change is Negative,Heikin Ashi - T-2 Change is Negative,Heikin Ashi - Buy Signal,Heikin Ashi - Candle Category - BEARISH,Heikin Ashi - Candle Category - BULLISH,Instrument Name
2024-08-16 00:00:00+05:30,295.0,296.0,288.0,295.0,855253,0,293.45,296.0,288.0,293.5,0.05,-7.5,-5.2,True,True,True,True,False,False,M&MFIN
2024-08-16 00:00:00+05:30,2739.0,2814.0,2704.0,2747.0,81858,0,2745.65,2814.0,2704.0,2751.0,5.3500000000000005,-74.45,-24.0,True,True,True,True,False,False,MASTEK
2024-08-16 00:00:00+05:30,880.0,892.0,869.0,880.0,784193,0,868.5,892.0,868.5153366350861,880.25,11.75,-5.4,-9.25,True,True,True,True,False,True,MAXHEALTH
2024-08-16 00:00:00+05:30,4968.0,5140.0,4946.0,4965.0,2049945,0,4918.450000000001,5140.0,4918.443772129539,5004.75,86.30000000000001,-31.5,-48.5,True,True,True,True,False,False,MAZDOCK
2024-08-16 00:00:00+05:30,1330.0,1356.0,1312.0,1325.0,102988,0,1303.7,1356.0,1303.7068118666537,1330.75,27.05,-22.200000000000003,-44.6,True,True,True,True,False,True,METROBRAND
2024-08-16 00:00:00+05:30,2074.0,2077.0,1984.0,2074.0,227672,0,2027.65,2077.0,1984.0,2052.25,24.6,-44.150000000000006,-38.300000000000004,True,True,True,True,False,False,METROPOLIS
2024-08-16 00:00:00+05:30,623.0,628.0,603.0,623.0,1475607,0,598.2,628.0,598.179615600872,619.25,21.05,-0.9500000000000001,-12.8,True,True,True,True,False,False,MOTILALOFS
2024-08-16 00:00:00+05:30,180.0,185.0,173.0,180.0,23723211,0,176.95000000000002,185.0,173.0,179.5,2.5500000000000003,-3.25,-1.2000000000000002,True,True,True,True,False,False,NBCC
2024-08-16 00:00:00+05:30,2524.0,2533.0,2471.0,2524.0,858840,0,2483.7000000000003,2533.0,2471.0,2513.0,29.3,-10.350000000000001,-15.65,True,True,True,True,False,False,NESTLEIND
2024-08-16 00:00:00+05:30,1766.0,1770.0,1724.0,1766.0,717884,0,1756.25,1770.0,1724.0,1756.5,0.25,-38.85,-17.6,True,True,True,True,False,False,OBEROIRLTY
